ID;LINEA;ACERO;TIPO_ACERO;SALIDA DEL PROVEEDOR;LLEGADA A FÁBRICA;ORIGEN;TRANSPORTE;PESO NETO;INICIO DESCARGA;FIN DESCARGA;ESPESOR;TEMPERATURA;FALLAS;TURNO;SUPERVISOR
114;Línea A;Acero;ACERO SAE 1108;14-02-2024 14:15;14-02-2024 15:37;Runciman, Santa Fe;TRANSPORTES RITONDO SRL;20840;15-02-2024 3:44;15-02-2024 4:30;11.1;29.4;;N;Gonzalo Castillejos
115;Línea A;Acero;ACERO SAE 1108;14-02-2024 15:23;14-02-2024 18:45;Provincia de Buenos Aires;MURIETTO SRL;34080;15-02-2024 8:07;15-02-2024 8:54;14.1;29.1;;M;Hugo Conte
116;Línea A;Acero;ACERO SAE 1108;14-02-2024 11:52;14-02-2024 13:39;Runciman, Santa Fe;TRANSPORTE CABRERA;23780;14-02-2024 23:34;15-02-2024 0:50;11.9;29;Falla en camión;T;Julieta Pérez
117;Línea A;Acero;ACERO SAE 1108;14-02-2024 13:40;14-02-2024 15:31;Runciman, Santa Fe;TRANSPORTE CABRERA;22920;15-02-2024 3:06;15-02-2024 3:40;11.8;37.5;;N;Gonzalo Castillejos
118;Línea B;Acero;ACERO SAE 1055;14-02-2024 20:15;14-02-2024 22:12;Murphy, Santa Fe;HERNANDEZ COMPANY;27680;15-02-2024 9:44;15-02-2024 10:35;14.7;24.3;;M;Gonzalo Castillejos
119;Línea A;Acero;ACERO SAE 1108;15-02-2024 21:27;16-02-2024 1:35;Provincia de Buenos Aires;TRANSPORTE CABRERA;30120;16-02-2024 12:24;16-02-2024 13:00;17.8;31.2;;M;Hugo Conte
120;Línea A;Acero;ACERO SAE 1108;15-02-2024 20:50;16-02-2024 0:10;Provincia de Buenos Aires;TRANSPORTE PUTESCO;26880;16-02-2024 16:54;16-02-2024 17:32;17.4;27.5;;T;Julieta Pérez
121;Línea A;Acero;ACERO SAE 1108;15-02-2024 22:15;16-02-2024 3:50;Provincia de Buenos Aires;TRANSPORTES RITONDO SRL;29360;16-02-2024 17:29;16-02-2024 18:20;17.4;24;Rotura brazo de descarga;T;Gonzalo Castillejos
122;Línea B;Acero;ACERO SAE 1108;15-02-2024 8:00;15-02-2024 9:00;Venado Tuerto, Santa Fe;BUSTAMANTE E HIJOS S.A;32220;15-02-2024 13:32;15-02-2024 15:05;11.7;27.1;;M;Gonzalo Castillejos
123;Línea B;Acero;ACERO SAE 1108;15-02-2024 9:25;15-02-2024 10:01;Venado Tuerto, Santa Fe;TRANSPORTES RITONDO SRL;24000;15-02-2024 17:07;15-02-2024 18:04;11.7;27.8;;T;Gonzalo Castillejos
124;Línea B;Acero;ACERO SAE 1108;15-02-2024 8:55;15-02-2024 9:40;Venado Tuerto, Santa Fe;LOGISTICA CASEDEI SRL;40060;15-02-2024 15:50;15-02-2024 17:08;11.7;27.2;;T;Gonzalo Castillejos
125;Línea A;Acero;ACERO SAE 1108;15-02-2024 15:00;15-02-2024 18:53;Provincia de Buenos Aires;HERNANDEZ COMPANY;28980;16-02-2024 11:34;16-02-2024 12:25;16.1;29.3;;M;Hugo Conte
126;Línea B;Acero;ACERO SAE 1108;15-02-2024 7:59;15-02-2024 8:39;Venado Tuerto, Santa Fe;TRANSPORTE GIORDANO;30160;15-02-2024 12:27;15-02-2024 13:38;11.5;17.7;;M;Gonzalo Castillejos
127;Línea A;Acero;ACERO SAE 1108;16-02-2024 9:34;16-02-2024 12:46;Provincia de Buenos Aires;TRANSPORTE GIORDANO;29440;16-02-2024 19:03;16-02-2024 19:47;11;30.3;;T;Gonzalo Castillejos
128;Línea A;Acero;ACERO SAE 1108;16-02-2024 11:55;16-02-2024 15:37;Provincia de Buenos Aires;LOGISTICA INTEGRAL SUAREZ;21580;16-02-2024 22:31;16-02-2024 23:05;18.4;31.15;Rotura brazo de descarga;N;Melina Juárez
129;Línea A;Acero;ACERO SAE 1108;16-02-2024 11:25;16-02-2024 14:20;Provincia de Buenos Aires;LOGISTICA CASEDEI SRL;23200;16-02-2024 21:21;16-02-2024 21:45;17.1;30;;T;Gonzalo Castillejos
130;Línea B;Acero;ACERO SAE 1108;15-02-2024 10:20;15-02-2024 11:10;Venado Tuerto, Santa Fe;TRANSPORTE CABRERA;31820;15-02-2024 18:02;15-02-2024 18:54;11.1;27.7;;T;Gonzalo Castillejos
131;Línea B;Acero;ACERO SAE 1108;15-02-2024 8:23;15-02-2024 9:06;Venado Tuerto, Santa Fe;TRANSPORTE CABRERA;31360;15-02-2024 15:06;15-02-2024 15:50;11.9;23.6;;T;Gonzalo Castillejos
132;Línea A;Acero;ACERO SAE 1108;16-02-2024 12:23;16-02-2024 23:59;Provincia de Buenos Aires;TRANSPORTE GIORDANO;25020;17-02-2024 23:12;17-02-2024 23:31;17.1;31.45;;N;Gonzalo Castillejos
133;Línea A;Acero;ACERO SAE 1108;16-02-2024 10:30;16-02-2024 14:27;Provincia de Buenos Aires;TRANSPORTE CABRERA;7940;16-02-2024 19:42;16-02-2024 21:00;14.4;24.7;;M;Gonzalo Castillejos
134;Línea A;Acero;ACERO SAE 1108;16-02-2024 7:43;16-02-2024 12:17;Provincia de Buenos Aires;BUSTAMANTE E HIJOS S.A;29000;16-02-2024 18:17;16-02-2024 19:05;17.7;31.7;;T;Gonzalo Castillejos
135;Línea A;Acero;ACERO SAE 1108;15-02-2024 10:45;15-02-2024 14:30;Salto, Buenos Aires;TRANSPORTES RITONDO SRL;36700;15-02-2024 15:50;15-02-2024 17:07;16.9;29.1;;T;Julieta Pérez
136;Línea A;Acero;ACERO SAE 1108;15-02-2024 11:54;15-02-2024 15:23;Salto, Buenos Aires;TRANSPORTE CABRERA;30540;15-02-2024 17:07;15-02-2024 17:58;18.1;29.9;;T;Julieta Pérez
137;Línea A;Acero;ACERO SAE 1108;15-02-2024 16:05;15-02-2024 19:40;Salto, Buenos Aires;TRANSPORTE CABRERA;31620;16-02-2024 0:06;16-02-2024 0:51;15.1;29.95;;N;Gonzalo Castillejos
138;Línea A;Acero;ACERO SAE 1108;15-02-2024 13:54;15-02-2024 23:25;Salto, Buenos Aires;TRANSPORTE PUTESCO;34480;16-02-2024 21:25;16-02-2024 21:43;15.1;29;;T;Julieta Pérez
139;Línea A;Acero;ACERO SAE 1108;15-02-2024 18:30;15-02-2024 22:23;Salto, Buenos Aires;BUSTAMANTE E HIJOS S.A;34120;16-02-2024 13:05;16-02-2024 13:45;17.8;31.2;;M;Hugo Conte
140;Línea A;Acero;ACERO SAE 1108;15-02-2024 9:15;15-02-2024 13:57;Salto, Buenos Aires;LOGISTICA CASEDEI SRL;34400;15-02-2024 14:36;15-02-2024 15:53;17.5;29.5;;T;Julieta Pérez
141;Línea A;Acero;ACERO SAE 1108;15-02-2024 19:30;15-02-2024 23:05;Salto, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;26840;16-02-2024 14:43;16-02-2024 15:53;15;25.7;;T;Julieta Pérez
142;Línea A;Acero;ACERO SAE 1108;15-02-2024 12:20;15-02-2024 16:42;Salto, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;29040;15-02-2024 19:56;15-02-2024 20:35;16.1;35.7;;T;Gonzalo Castillejos
143;Línea A;Acero;ACERO SAE 1108;15-02-2024 13:06;15-02-2024 16:50;Salto, Buenos Aires;TRANSPORTE PUTESCO;34600;16-02-2024 10:03;16-02-2024 11:33;15.8;33.45;;M;Hugo Conte
144;Línea B;Acero;ACERO SAE 1108;15-02-2024 12:24;15-02-2024 20:21;Venado Tuerto, Santa Fe;TRANSPORTE CABRERA;29680;15-02-2024 21:36;15-02-2024 23:10;11.8;30.8;;T;Gonzalo Castillejos
145;Línea A;Acero;ACERO SAE 1108;15-02-2024 19:50;16-02-2024 0:20;Salto, Buenos Aires;LOGISTICA CASEDEI SRL;35180;16-02-2024 15:52;16-02-2024 16:56;17.6;27.8;;T;Gonzalo Castillejos
146;Línea B;Acero;ACERO SAE 1108;15-02-2024 8:50;15-02-2024 9:53;Runciman, Santa Fe;TRANSPORTE CABRERA;23940;16-02-2024 2:34;16-02-2024 3:35;11.7;21.9;;N;Gonzalo Castillejos
147;Línea B;Acero;ACERO SAE 1108;15-02-2024 12:17;15-02-2024 19:37;Venado Tuerto, Santa Fe;BUSTAMANTE E HIJOS S.A;30040;15-02-2024 20:09;15-02-2024 21:34;11.6;30.5;;T;Julieta Pérez
148;Línea B;Acero;ACERO SAE 1108;15-02-2024 9:50;15-02-2024 11:20;Runciman, Santa Fe;TRANSPORTES RITONDO SRL;23880;16-02-2024 3:31;16-02-2024 4:45;11.5;28.9;;N;Melina Juárez
149;Línea A;Acero;ACERO SAE 1108;15-02-2024 13:55;15-02-2024 18:00;Salto, Buenos Aires;BUSTAMANTE E HIJOS S.A;31580;15-02-2024 20:32;15-02-2024 21:27;16.1;30.5;;N;Gonzalo Castillejos
150;Línea A;Acero;ACERO SAE 1108;15-02-2024 8:50;15-02-2024 16:52;Salto, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;32820;15-02-2024 17:57;15-02-2024 18:59;17.4;29.6;;T;Julieta Pérez
151;Línea B;Acero;ACERO SAE 1108;15-02-2024 8:25;15-02-2024 9:40;Runciman, Santa Fe;BUSTAMANTE E HIJOS S.A;23520;16-02-2024 1:40;16-02-2024 2:30;11.7;20.4;;N;Gonzalo Castillejos
152;Línea B;Acero;ACERO SAE 1108;15-02-2024 8:06;15-02-2024 9:30;Runciman, Santa Fe;LOGISTICA CASEDEI SRL;20440;16-02-2024 0:47;16-02-2024 1:47;11;21.9;;N;Gonzalo Castillejos
153;Línea A;Acero;ACERO SAE 1108;15-02-2024 17:00;15-02-2024 20:05;Salto, Buenos Aires;MURIETTO SRL;16400;16-02-2024 0:50;16-02-2024 1:20;14.8;24.15;;N;Gonzalo Castillejos
154;Línea A;Acero;ACERO SAE 1108;15-02-2024 11:00;15-02-2024 11:50;Runciman, Santa Fe;HERNANDEZ COMPANY;22660;16-02-2024 3:58;16-02-2024 4:50;11.4;31.4;;N;Gonzalo Castillejos
155;Línea B;Acero;ACERO SAE 1108;16-02-2024 4:03;16-02-2024 9:25;Runciman, Santa Fe;TRANSPORTE CABRERA;22300;17-02-2024 3:10;17-02-2024 3:25;10.7;30.2;;N;Gonzalo Castillejos
156;Línea B;Acero;ACERO SAE 1108;15-02-2024 11:33;15-02-2024 12:15;Venado Tuerto, Santa Fe;LOGISTICA CASEDEI SRL;9100;15-02-2024 18:51;15-02-2024 19:14;11.7;30;;T;Gonzalo Castillejos
157;Línea B;Acero;ACERO SAE 1108;16-02-2024 0:48;16-02-2024 7:23;Runciman, Santa Fe;TRANSPORTE PUTESCO;22660;16-02-2024 23:57;17-02-2024 0:07;11.6;29.5;;N;Melina Juárez
158;Línea A;Acero;ACERO SAE 1108;15-02-2024 12:40;16-02-2024 7:23;Venado Tuerto, Santa Fe;TRANSPORTE PUTESCO;28560;16-02-2024 17:40;16-02-2024 19:00;10.8;30.8;;N;Gonzalo Castillejos
159;Línea A;Acero;ACERO SAE 1108;15-02-2024 14:15;15-02-2024 18:35;Salto, Buenos Aires;HERNANDEZ COMPANY;28740;15-02-2024 23:23;16-02-2024 0:07;15.8;29.4;;N;Melina Juárez
160;Línea A;Acero;ACERO SAE 1108;13-02-2024 8:57;14-02-2024 10:16;Runciman, Santa Fe;BUSTAMANTE E HIJOS S.A;23180;14-02-2024 17:53;14-02-2024 18:43;11.7;24;;T;Gonzalo Castillejos
161;Línea A;Acero;ACERO SAE 1108;13-02-2024 8:40;14-02-2024 10:01;Runciman, Santa Fe;TRANSPORTE PUTESCO;23540;14-02-2024 16:55;14-02-2024 17:55;11.1;21.5;;T;Gonzalo Castillejos
162;Línea A;Acero;ACERO SAE 1108;14-02-2024 13:10;14-02-2024 14:00;Runciman, Santa Fe;MURIETTO SRL;27900;15-02-2024 1:33;15-02-2024 3:00;11;24.9;;N;Gonzalo Castillejos
163;Línea A;Acero;ACERO SAE 1108;14-02-2024 6:30;14-02-2024 10:08;Runciman, Santa Fe;TRANSPORTE CABRERA;23140;14-02-2024 15:38;14-02-2024 16:54;11.6;20.7;;T;Gonzalo Castillejos
164;Línea A;Acero;ACERO SAE 1108;14-02-2024 6:30;14-02-2024 9:21;Runciman, Santa Fe;TRANSPORTES RITONDO SRL;23260;14-02-2024 14:15;14-02-2024 15:37;11;20;;T;Gonzalo Castillejos
165;Línea B;Acero;ACERO SAE 1108;15-02-2024 11:33;15-02-2024 20:04;Venado Tuerto, Santa Fe;LOGISTICA CASEDEI SRL;21760;15-02-2024 21:16;15-02-2024 22:04;11;29;;T;Gonzalo Castillejos
166;Línea B;Acero;ACERO SAE 1108;15-02-2024 14:15;15-02-2024 15:54;Runciman, Santa Fe;TRANSPORTE CABRERA;21420;16-02-2024 7:38;16-02-2024 8:24;10;30.9;;M;Gonzalo Castillejos
167;Línea B;Acero;ACERO SAE 1108;15-02-2024 11:41;15-02-2024 13:42;Runciman, Santa Fe;BUSTAMANTE E HIJOS S.A;22440;16-02-2024 4:49;16-02-2024 5:35;11.8;29.7;;N;Melina Juárez
168;Línea B;Acero;ACERO SAE 1108;15-02-2024 13:37;15-02-2024 15:00;Venado Tuerto, Santa Fe;TRANSPORTE CABRERA;25800;16-02-2024 7:02;16-02-2024 8:03;11;31.3;;M;Hugo Conte
169;Línea A;Acero;ACERO SAE 1108;15-02-2024 14:53;16-02-2024 6:55;Venado Tuerto, Santa Fe;LOGISTICA CASEDEI SRL;19700;16-02-2024 7:04;16-02-2024 8:05;19.5;30;;M;Hugo Conte
170;Línea A;Acero;ACERO SAE 1108;15-02-2024 14:37;16-02-2024 8:42;Venado Tuerto, Santa Fe;BUSTAMANTE E HIJOS S.A;10000;16-02-2024 9:10;16-02-2024 9:45;16.1;34.6;;M;Gonzalo Castillejos
171;Línea A;Acero;ACERO SAE 1108;12-02-2024 5:37;12-02-2024 9:25;Venado Tuerto, Santa Fe;BUSTAMANTE E HIJOS S.A;6780;12-02-2024 12:58;12-02-2024 13:47;14.1;35.85;;N;Melina Juárez
172;;Acero;ACERO SAE 1108;16-02-2024 5:37;16-02-2024 8:57;Venado Tuerto, Santa Fe;BUSTAMANTE E HIJOS S.A;4100;16-02-2024 23:57;17-02-2024 0:05;;;;;Gonzalo Castillejos
173;Línea B;Acero;ACERO SAE 1010;18-02-2024 3:31;18-02-2024 5:31;Santa Teresa, Córdoba;MURIETTO SRL;26220;19-02-2024 4:47;19-02-2024 4:48;16.9;27.4;;N;Melina Juárez
174;Línea B;Acero;ACERO SAE 1010;17-02-2024 10:30;17-02-2024 18:31;Santa Teresa, Córdoba;BUSTAMANTE E HIJOS S.A;27860;18-02-2024 5:29;18-02-2024 7:03;17.5;35.15;;N;Gonzalo Castillejos
175;Línea B;Acero;ACERO SAE 1010;16-02-2024 12:50;16-02-2024 20:45;Santa Teresa, Córdoba;LOGISTICA CASEDEI SRL;24560;17-02-2024 3:27;17-02-2024 4:20;17.7;24.9;;N;Melina Juárez
176;Línea B;Acero;ACERO SAE 1010;16-02-2024 16:45;16-02-2024 23:15;Santa Teresa, Córdoba;TRANSPORTE PUTESCO;25420;17-02-2024 4:56;17-02-2024 6:00;16.7;30.3;;N;Gonzalo Castillejos
177;Línea B;Acero;ACERO SAE 1010;16-02-2024 19:40;17-02-2024 2:15;Santa Teresa, Córdoba;TRANSPORTE CABRERA;25740;17-02-2024 7:05;17-02-2024 8:06;16.1;34.7;;M;Hugo Conte
178;Línea B;Acero;ACERO SAE 1010;16-02-2024 15:40;17-02-2024 0:35;Santa Teresa, Córdoba;BUSTAMANTE E HIJOS S.A;26680;17-02-2024 4:20;17-02-2024 4:58;16.7;22.5;;N;Melina Juárez
179;Línea B;Acero;ACERO SAE 1010;16-02-2024 19:00;17-02-2024 2:05;Santa Teresa, Córdoba;HERNANDEZ COMPANY;27300;17-02-2024 5:29;17-02-2024 7:06;19;39.1;;N;Gonzalo Castillejos
180;Línea B;Acero;ACERO SAE 1010;17-02-2024 11:30;17-02-2024 19:09;Santa Teresa, Córdoba;TRANSPORTES RITONDO SRL;24680;18-02-2024 7:04;18-02-2024 7:50;19.7;32.9;;M;Hugo Conte
181;Línea B;Acero;ACERO SAE 1010;16-02-2024 12:00;16-02-2024 21:35;Santa Teresa, Córdoba;TRANSPORTE CABRERA;23960;17-02-2024 2:43;17-02-2024 3:26;18.1;26.2;;N;Melina Juárez
182;Línea B;Acero;ACERO SAE 1010;17-02-2024 15:10;17-02-2024 22:20;Santa Teresa, Córdoba;LOGISTICA CASEDEI SRL;24900;18-02-2024 8:28;18-02-2024 9:05;19.4;24.9;;M;Hugo Conte
183;Línea B;Acero;ACERO SAE 1010;17-02-2024 13:00;17-02-2024 20:36;Santa Teresa, Córdoba;TRANSPORTE PUTESCO;26460;18-02-2024 7:49;18-02-2024 8:28;19.5;26.2;;M;Gonzalo Castillejos
184;Línea B;Acero;ACERO SAE 1010;17-02-2024 16:05;18-02-2024 0:05;Santa Teresa, Córdoba;TRANSPORTE CABRERA;25940;18-02-2024 9:04;18-02-2024 9:43;17.1;31.5;;M;Gonzalo Castillejos
185;Línea A;Acero;ACERO SAE 1108;16-02-2024 15:50;16-02-2024 19:20;Provincia de Buenos Aires;TRANSPORTES RITONDO SRL;25260;17-02-2024 4:40;17-02-2024 5:12;19.1;28.85;;N;Gonzalo Castillejos
186;Línea A;Acero;ACERO SAE 1108;16-02-2024 16:16;16-02-2024 20:30;Provincia de Buenos Aires;HERNANDEZ COMPANY;24700;17-02-2024 5:14;17-02-2024 6:40;19;25.3;;N;Gonzalo Castillejos
187;Línea A;Acero;ACERO SAE 1108;16-02-2024 17:00;16-02-2024 20:14;Provincia de Buenos Aires;TRANSPORTE GIORDANO;22320;17-02-2024 7:39;17-02-2024 8:20;18.5;26.2;;M;Gonzalo Castillejos
188;Línea A;Acero;ACERO SAE 1108;16-02-2024 18:30;16-02-2024 23:55;Provincia de Buenos Aires;BUSTAMANTE E HIJOS S.A;20080;17-02-2024 10:22;17-02-2024 11:09;10.7;31.9;;M;Gonzalo Castillejos
189;Línea A;Acero;ACERO SAE 1108;16-02-2024 13:15;16-02-2024 17:23;Provincia de Buenos Aires;TRANSPORTE PUTESCO;24020;17-02-2024 0:43;17-02-2024 1:20;19.8;38;;N;Gonzalo Castillejos
190;Línea A;Acero;ACERO SAE 1108;16-02-2024 15:18;16-02-2024 19:00;Provincia de Buenos Aires;TRANSPORTE CABRERA;24640;17-02-2024 3:51;17-02-2024 4:40;18.9;32.45;;N;Melina Juárez
191;Línea A;Acero;ACERO SAE 1108;17-02-2024 3:14;17-02-2024 19:21;Provincia de Buenos Aires;LOGISTICA CASEDEI SRL;24100;18-02-2024 1:18;18-02-2024 1:38;19.5;36.45;;N;Melina Juárez
192;Línea A;Acero;ACERO SAE 1108;16-02-2024 15:00;16-02-2024 17:49;Provincia de Buenos Aires;LOGISTICA INTEGRAL SUAREZ;25180;17-02-2024 3:14;17-02-2024 3:50;19.6;38.4;;N;Gonzalo Castillejos
193;Línea A;Acero;ACERO SAE 1108;16-02-2024 16:52;16-02-2024 20:30;Provincia de Buenos Aires;LOGISTICA CASEDEI SRL;28940;17-02-2024 6:38;17-02-2024 7:29;19.5;26.6;;M;Gonzalo Castillejos
194;Línea A;Acero;ACERO SAE 1108;16-02-2024 10:30;16-02-2024 14:27;Provincia de Buenos Aires;TRANSPORTE CABRERA;16520;17-02-2024 20:28;17-02-2024 21:19;18.4;25.1;;T;Gonzalo Castillejos
195;Línea A;Acero;ACERO SAE 1108;16-02-2024 12:45;17-02-2024 0:47;Provincia de Buenos Aires;BUSTAMANTE E HIJOS S.A;23200;17-02-2024 23:53;18-02-2024 0:18;19.4;32.2;;N;Melina Juárez
196;Línea A;Acero;ACERO SAE 1108;16-02-2024 17:30;16-02-2024 20:30;Provincia de Buenos Aires;MURIETTO SRL;29300;17-02-2024 8:25;17-02-2024 9:25;19;25.3;;M;Hugo Conte
197;Línea A;Acero;ACERO SAE 1108;16-02-2024 17:50;16-02-2024 21:22;Provincia de Buenos Aires;LOGISTICA INTEGRAL SUAREZ;24720;17-02-2024 9:23;17-02-2024 10:13;18.4;27.5;;M;Hugo Conte
198;Línea A;Acero;ACERO SAE 1055;18-02-2024 14:30;18-02-2024 20:07;Colonia Velez, Buenos Aires;HERNANDEZ COMPANY;20680;19-02-2024 6:29;19-02-2024 7:25;15.1;26.1;;M;Gonzalo Castillejos
199;Línea B;Acero;ACERO SAE 1055;17-02-2024 17:20;17-02-2024 20:36;Colonia Velez, Buenos Aires;BUSTAMANTE E HIJOS S.A;24140;18-02-2024 0:03;18-02-2024 0:47;11.1;25.3;;N;Gonzalo Castillejos
200;Línea B;Acero;ACERO SAE 1055;17-02-2024 21:48;18-02-2024 0:58;Colonia Velez, Buenos Aires;BUSTAMANTE E HIJOS S.A;4500;18-02-2024 3:48;18-02-2024 4:15;10.7;23.2;;N;Gonzalo Castillejos
201;Línea B;Acero;ACERO SAE 1108;16-02-2024 18:55;16-02-2024 20:14;Runciman, Santa Fe;TRANSPORTE GIORDANO;27720;17-02-2024 8:03;17-02-2024 8:43;11.7;25.3;;M;Gonzalo Castillejos
202;Línea B;Acero;ACERO SAE 1108;16-02-2024 19:30;16-02-2024 21:08;Runciman, Santa Fe;LOGISTICA CASEDEI SRL;30280;17-02-2024 8:42;17-02-2024 9:20;10.6;31.15;;M;Gonzalo Castillejos
203;Línea B;Acero;ACERO SAE 1108;16-02-2024 18:00;16-02-2024 20:30;Runciman, Santa Fe;BUSTAMANTE E HIJOS S.A;27960;17-02-2024 1:17;17-02-2024 1:54;17.5;26.1;;N;Melina Juárez
204;Línea A;Acero;ACERO SAE 1055;19-02-2024 22:54;20-02-2024 1:50;Colonia Velez, Buenos Aires;TRANSPORTE PUTESCO;14640;20-02-2024 8:00;20-02-2024 8:50;16.4;24.7;;M;Gonzalo Castillejos
205;Línea B;Acero;ACERO SAE 1055;17-02-2024 21:10;18-02-2024 0:27;Colonia Velez, Buenos Aires;TRANSPORTE CABRERA;23580;18-02-2024 2:55;18-02-2024 3:50;11.1;25.6;;N;Gonzalo Castillejos
206;Línea A;Acero;ACERO SAE 1108;17-02-2024 8:16;17-02-2024 11:47;Provincia de Buenos Aires;TRANSPORTES LOPEZ SRL;25440;17-02-2024 12:44;17-02-2024 13:25;11.7;32.9;;M;Hugo Conte
207;Línea A;Acero;ACERO SAE 1108;17-02-2024 8:05;17-02-2024 13:00;Provincia de Buenos Aires;TRANSPORTE GIORDANO;23560;17-02-2024 14:42;17-02-2024 15:29;11.1;30;;T;Julieta Pérez
208;Línea A;Acero;ACERO SAE 1055;19-02-2024 0:40;19-02-2024 4:46;Colonia Velez, Buenos Aires;LOGISTICA CASEDEI SRL;14800;19-02-2024 7:23;19-02-2024 8:13;16.5;26.3;Falla en camión;M;Gonzalo Castillejos
209;Línea B;Acero;ACERO SAE 1055;17-02-2024 19:45;17-02-2024 23:22;Colonia Velez, Buenos Aires;MURIETTO SRL;25420;18-02-2024 0:44;18-02-2024 1:58;10.4;28.3;;N;Gonzalo Castillejos
210;Línea B;Acero;ACERO SAE 1055;19-02-2024 16:20;19-02-2024 19:48;Colonia Velez, Buenos Aires;TRANSPORTE CABRERA;24260;19-02-2024 23:48;20-02-2024 0:30;14.8;28.45;;N;Melina Juárez
211;Línea A;Acero;ACERO SAE 1108;17-02-2024 8:50;17-02-2024 11:56;Provincia de Buenos Aires;LOGISTICA CASEDEI SRL;22380;17-02-2024 13:25;17-02-2024 14:45;11.1;33.3;;M;Hugo Conte
212;Línea B;Acero;ACERO SAE 1055;17-02-2024 13:30;17-02-2024 17:00;Colonia Velez, Buenos Aires;TRANSPORTES RITONDO SRL;26040;17-02-2024 21:32;17-02-2024 22:31;11.6;34.3;;N;Gonzalo Castillejos
213;Línea B;Acero;ACERO SAE 1055;17-02-2024 10:45;17-02-2024 15:00;Colonia Velez, Buenos Aires;TRANSPORTE PUTESCO;24000;17-02-2024 20:49;17-02-2024 21:34;10.5;30.8;;T;Gonzalo Castillejos
214;Línea B;Acero;ACERO SAE 1108;16-02-2024 18:00;16-02-2024 21:10;Runciman, Santa Fe;LOGISTICA CASEDEI SRL;29180;17-02-2024 1:52;17-02-2024 2:38;17.8;25.15;;N;Melina Juárez
215;Línea B;Acero;ACERO SAE 1055;17-02-2024 15:35;17-02-2024 19:01;Colonia Velez, Buenos Aires;TRANSPORTE CABRERA;22480;17-02-2024 23:25;18-02-2024 0:05;11.9;35.1;;N;Melina Juárez
216;Línea B;Acero;ACERO SAE 1108;16-02-2024 17:30;16-02-2024 19:00;Runciman, Santa Fe;TRANSPORTES RITONDO SRL;27280;17-02-2024 0:40;17-02-2024 1:17;16.9;29.85;;N;Melina Juárez
217;Línea A;Acero;ACERO SAE 1108;17-02-2024 18:21;18-02-2024 0:21;Provincia de Buenos Aires;BUSTAMANTE E HIJOS S.A;25920;18-02-2024 23:30;18-02-2024 23:40;10.7;35.4;;N;Gonzalo Castillejos
218;Línea A;Acero;ACERO SAE 1108;17-02-2024 14:27;18-02-2024 1:21;Provincia de Buenos Aires;MURIETTO SRL;29600;18-02-2024 12:24;18-02-2024 13:20;10.5;35.1;;N;Gonzalo Castillejos
219;Línea A;Acero;ACERO SAE 1108;17-02-2024 12:00;17-02-2024 14:40;Provincia de Buenos Aires;TRANSPORTE PUTESCO;20800;17-02-2024 20:10;17-02-2024 21:00;10.1;36.4;;T;Julieta Pérez
220;Línea A;Acero;ACERO SAE 1108;17-02-2024 10:38;17-02-2024 14:05;Provincia de Buenos Aires;BUSTAMANTE E HIJOS S.A;22980;17-02-2024 17:32;17-02-2024 19:18;10.7;30.7;;T;Julieta Pérez
221;Línea A;Acero;ACERO SAE 1108;17-02-2024 12:35;17-02-2024 17:00;Provincia de Buenos Aires;TRANSPORTE CABRERA;23960;17-02-2024 20:56;17-02-2024 21:47;10.1;35.7;;T;Julieta Pérez
222;Línea A;Acero;ACERO SAE 1108;17-02-2024 9:00;17-02-2024 13:29;Provincia de Buenos Aires;LOGISTICA INTEGRAL SUAREZ;23720;17-02-2024 15:25;17-02-2024 16:08;10.4;32.8;;T;Julieta Pérez
223;Línea A;Acero;ACERO SAE 1108;17-02-2024 15:00;17-02-2024 18:45;Provincia de Buenos Aires;TRANSPORTE CABRERA;21080;18-02-2024 1:22;18-02-2024 1:55;11;35.1;;N;Gonzalo Castillejos
224;Línea A;Acero;ACERO SAE 1108;17-02-2024 10:10;17-02-2024 13:57;Provincia de Buenos Aires;TRANSPORTE CABRERA;22860;17-02-2024 16:50;17-02-2024 17:34;19.8;32;;T;Julieta Pérez
225;Línea A;Acero;ACERO SAE 1108;17-02-2024 9:13;17-02-2024 13:20;Provincia de Buenos Aires;TRANSPORTE CABRERA;23160;17-02-2024 16:06;17-02-2024 16:53;10.6;33;;T;Julieta Pérez
226;Línea A;Acero;ACERO SAE 1108;17-02-2024 13:00;17-02-2024 15:45;Provincia de Buenos Aires;TRANSPORTES RITONDO SRL;21260;17-02-2024 22:50;17-02-2024 23:25;10;31.3;;N;Melina Juárez
227;Línea A;Acero;ACERO SAE 1108;17-02-2024 15:35;17-02-2024 19:50;Provincia de Buenos Aires;LOGISTICA INTEGRAL SUAREZ;22420;18-02-2024 1:56;18-02-2024 2:35;10.7;29.1;;N;Gonzalo Castillejos
228;Línea A;Acero;ACERO SAE 1108;17-02-2024 11:40;17-02-2024 14:13;Provincia de Buenos Aires;HERNANDEZ COMPANY;19520;17-02-2024 19:16;17-02-2024 20:12;19.9;30.7;;T;Julieta Pérez
